selection_c, 100, 467035, 5150, 96 
selection_c, 100, 467769, 5150, 95 
selection_c, 100, 461631, 5150, 96 
selection_c, 100, 464694, 5150, 97 
selection_c, 100, 458227, 5150, 94 
selection_c, 100, 461799, 5150, 95 
selection_c, 100, 458934, 5150, 89 
selection_c, 100, 466514, 5150, 98 
selection_c, 100, 463396, 5150, 94 
selection_c, 100, 494035, 5150, 92 
selection_c, 100, 466259, 5150, 96 
selection_c, 100, 468655, 5150, 93 
selection_c, 100, 465806, 5150, 97 
selection_c, 100, 464194, 5150, 94 
selection_c, 100, 464024, 5150, 95 
selection_c, 100, 461688, 5150, 94 
selection_c, 100, 464638, 5150, 98 
selection_c, 100, 465699, 5150, 90 
selection_c, 100, 462638, 5150, 96 
selection_c, 100, 465550, 5150, 93 
selection_c, 100, 462108, 5150, 91 
selection_c, 100, 461702, 5150, 96 
selection_c, 100, 463370, 5150, 97 
selection_c, 100, 465825, 5150, 97 
selection_c, 100, 470446, 5150, 96 
selection_c, 100, 465144, 5150, 94 
selection_c, 100, 463691, 5150, 95 
selection_c, 100, 465789, 5150, 94 
selection_c, 100, 465778, 5150, 97 
selection_c, 100, 465921, 5150, 96 
selection_c, 100, 466951, 5150, 96 
selection_c, 100, 465470, 5150, 96 
selection_c, 100, 464956, 5150, 95 
selection_c, 100, 467563, 5150, 96 
selection_c, 100, 463805, 5150, 97 
selection_c, 100, 471099, 5150, 95 
selection_c, 100, 476470, 5150, 92 
selection_c, 100, 465116, 5150, 95 
selection_c, 100, 462485, 5150, 97 
selection_c, 100, 477008, 5150, 98 
selection_c, 100, 467634, 5150, 98 
selection_c, 100, 462044, 5150, 96 
selection_c, 100, 467445, 5150, 97 
selection_c, 100, 461462, 5150, 91 
selection_c, 100, 461208, 5150, 96 
selection_c, 100, 460484, 5150, 93 
selection_c, 100, 462973, 5150, 96 
selection_c, 100, 462736, 5150, 94 
selection_c, 100, 463188, 5150, 96 
selection_c, 100, 461735, 5150, 96 
selection_c, 100, 466657, 5150, 95 
selection_c, 100, 465910, 5150, 96 
selection_c, 100, 468647, 5150, 98 
selection_c, 100, 463103, 5150, 97 
selection_c, 100, 460642, 5150, 97 
selection_c, 100, 460343, 5150, 96 
selection_c, 100, 463852, 5150, 96 
selection_c, 100, 464294, 5150, 97 
selection_c, 100, 465450, 5150, 94 
selection_c, 100, 462015, 5150, 92 
selection_c, 100, 460248, 5150, 97 
selection_c, 100, 465807, 5150, 95 
selection_c, 100, 464588, 5150, 98 
selection_c, 100, 459350, 5150, 97 
selection_c, 100, 461396, 5150, 92 
selection_c, 100, 464655, 5150, 95 
selection_c, 100, 462462, 5150, 96 
selection_c, 100, 459177, 5150, 94 
selection_c, 100, 471014, 5150, 95 
selection_c, 100, 460068, 5150, 93 
selection_c, 100, 481493, 5150, 96 
selection_c, 100, 463710, 5150, 96 
selection_c, 100, 466240, 5150, 96 
selection_c, 100, 465315, 5150, 96 
selection_c, 100, 469296, 5150, 94 
selection_c, 100, 462197, 5150, 94 
selection_c, 100, 461225, 5150, 95 
selection_c, 100, 465158, 5150, 92 
selection_c, 100, 466190, 5150, 95 
selection_c, 100, 463718, 5150, 95 
selection_c, 100, 420451, 5150, 0 
selection_c, 100, 420441, 5150, 0 
selection_c, 100, 420403, 5150, 0 
selection_c, 100, 421052, 5150, 0 
selection_c, 100, 419718, 5150, 0 
selection_c, 100, 421613, 5150, 0 
selection_c, 100, 419554, 5150, 0 
selection_c, 100, 420029, 5150, 0 
selection_c, 100, 419746, 5150, 0 
selection_c, 100, 420541, 5150, 0 
selection_c, 100, 462581, 5150, 50 
selection_c, 100, 462086, 5150, 50 
selection_c, 100, 463918, 5150, 50 
selection_c, 100, 468413, 5150, 50 
selection_c, 100, 463047, 5150, 50 
selection_c, 100, 460516, 5150, 50 
selection_c, 100, 464091, 5150, 50 
selection_c, 100, 462524, 5150, 50 
selection_c, 100, 462603, 5150, 50 
selection_c, 100, 462179, 5150, 50 
